"palabra"	"sentimiento"	"lexicon"	"valor"
"anarquista"	"miedo"	"nrc"	NA
"anarquista"	"negativo"	"nrc"	NA
"anatema"	"disgusto"	"nrc"	NA
"anatema"	"ira"	"nrc"	NA
"anatema"	"miedo"	"nrc"	NA
"anatema"	"negativo"	"nrc"	NA
"anatema"	"tristeza"	"nrc"	NA
"ancestral"	"confianza"	"nrc"	NA
"anciano"	"confianza"	"nrc"	NA
"anciano"	"positivo"	"nrc"	NA
"ancianos"	"confianza"	"nrc"	NA
"ancianos"	"positivo"	"nrc"	NA
"ancla"	"positivo"	"nrc"	NA
"andamio"	"miedo"	"nrc"	NA
"andamio"	"negativo"	"nrc"	NA
"anfetaminas"	"disgusto"	"nrc"	NA
"anfetaminas"	"negativo"	"nrc"	NA
"ángel"	"alegría"	"nrc"	NA
"ángel"	"asombro"	"nrc"	NA
"ángel"	"confianza"	"nrc"	NA
"ángel"	"positivo"	"nrc"	NA
"ángel"	"premonición"	"nrc"	NA
"angelical"	"alegría"	"nrc"	NA
"angelical"	"confianza"	"nrc"	NA
"angelical"	"positivo"	"nrc"	NA
"angina"	"miedo"	"nrc"	NA
"angina"	"negativo"	"nrc"	NA
"anguila"	"miedo"	"nrc"	NA
"angustia"	"asombro"	"nrc"	NA
"angustia"	"disgusto"	"nrc"	NA
"angustia"	"ira"	"nrc"	NA
"angustia"	"miedo"	"nrc"	NA
"angustia"	"negativo"	"nrc"	NA
"angustia"	"tristeza"	"nrc"	NA
"angustiado"	"miedo"	"nrc"	NA
"angustiado"	"negativo"	"nrc"	NA
"angustioso"	"ira"	"nrc"	NA
"angustioso"	"miedo"	"nrc"	NA
"angustioso"	"negativo"	"nrc"	NA
"anhelo"	"alegría"	"nrc"	NA
"anhelo"	"confianza"	"nrc"	NA
"anhelo"	"negativo"	"nrc"	NA
"anhelo"	"positivo"	"nrc"	NA
"anhelo"	"premonición"	"nrc"	NA
"anhelo"	"tristeza"	"nrc"	NA
"animado"	"alegría"	"nrc"	NA
"animado"	"positivo"	"nrc"	NA
"animar"	"positivo"	"nrc"	NA
"animosidad"	"disgusto"	"nrc"	NA
"animosidad"	"ira"	"nrc"	NA
"animosidad"	"miedo"	"nrc"	NA
"animosidad"	"negativo"	"nrc"	NA
"animosidad"	"tristeza"	"nrc"	NA
"aniquilación"	"ira"	"nrc"	NA
"aniquilación"	"miedo"	"nrc"	NA
"aniquilación"	"negativo"	"nrc"	NA
"aniquilación"	"tristeza"	"nrc"	NA
"aniquilado"	"ira"	"nrc"	NA
"aniquilado"	"miedo"	"nrc"	NA
"aniquilado"	"negativo"	"nrc"	NA
"aniquilado"	"tristeza"	"nrc"	NA
"aniquilar"	"ira"	"nrc"	NA
"aniquilar"	"miedo"	"nrc"	NA
"aniquilar"	"negativo"	"nrc"	NA
"aniversario"	"alegría"	"nrc"	NA
"aniversario"	"asombro"	"nrc"	NA
"aniversario"	"positivo"	"nrc"	NA
"anomalía"	"asombro"	"nrc"	NA
"anomalía"	"miedo"	"nrc"	NA
"anomalía"	"negativo"	"nrc"	NA
"anónimo"	"negativo"	"nrc"	NA
"anormal"	"disgusto"	"nrc"	NA
"anormal"	"negativo"	"nrc"	NA
"ansia"	"premonición"	"nrc"	NA
"ansiedad"	"ira"	"nrc"	NA
"ansiedad"	"miedo"	"nrc"	NA
"ansiedad"	"negativo"	"nrc"	NA
"ansiedad"	"premonición"	"nrc"	NA
"ansiedad"	"tristeza"	"nrc"	NA
"ansioso"	"alegría"	"nrc"	NA
"ansioso"	"asombro"	"nrc"	NA
"ansioso"	"confianza"	"nrc"	NA
"ansioso"	"miedo"	"nrc"	NA
"ansioso"	"negativo"	"nrc"	NA
"ansioso"	"positivo"	"nrc"	NA
"ansioso"	"premonición"	"nrc"	NA
"antagónico"	"disgusto"	"nrc"	NA
"antagónico"	"ira"	"nrc"	NA
"antagónico"	"negativo"	"nrc"	NA
"antagonismo"	"ira"	"nrc"	NA
"antagonismo"	"negativo"	"nrc"	NA
"antagonista"	"ira"	"nrc"	NA
"antagonista"	"negativo"	"nrc"	NA
"antebrazo"	"ira"	"nrc"	NA
"antebrazo"	"premonición"	"nrc"	NA
"antepasados"	"alegría"	"nrc"	NA
"antepasados"	"confianza"	"nrc"	NA
"antepasados"	"positivo"	"nrc"	NA
"antibióticos"	"positivo"	"nrc"	NA
"anticipación"	"premonición"	"nrc"	NA
"anticipado"	"premonición"	"nrc"	NA
"anticristo"	"disgusto"	"nrc"	NA
"anticristo"	"ira"	"nrc"	NA
"anticristo"	"miedo"	"nrc"	NA
"anticristo"	"negativo"	"nrc"	NA
"anticuado"	"negativo"	"nrc"	NA
"antídoto"	"confianza"	"nrc"	NA
"antídoto"	"positivo"	"nrc"	NA
"antídoto"	"premonición"	"nrc"	NA
"antifúngico"	"confianza"	"nrc"	NA
"antifúngico"	"positivo"	"nrc"	NA
"antigüedad"	"confianza"	"nrc"	NA
"antigüedad"	"positivo"	"nrc"	NA
"antiguo"	"negativo"	"nrc"	NA
"antinatural"	"disgusto"	"nrc"	NA
"antinatural"	"miedo"	"nrc"	NA
"antinatural"	"negativo"	"nrc"	NA
"antipatía"	"disgusto"	"nrc"	NA
"antipatía"	"ira"	"nrc"	NA
"antipatía"	"negativo"	"nrc"	NA
"antipático"	"disgusto"	"nrc"	NA
"antipático"	"ira"	"nrc"	NA
"antipático"	"miedo"	"nrc"	NA
"antipático"	"negativo"	"nrc"	NA
"antipático"	"tristeza"	"nrc"	NA
"antiséptico"	"confianza"	"nrc"	NA
"antiséptico"	"positivo"	"nrc"	NA
"antisocial"	"disgusto"	"nrc"	NA
"antisocial"	"ira"	"nrc"	NA
"antisocial"	"miedo"	"nrc"	NA
"antisocial"	"negativo"	"nrc"	NA
"antisocial"	"tristeza"	"nrc"	NA
"antítesis"	"ira"	"nrc"	NA
"antítesis"	"negativo"	"nrc"	NA
"ántrax"	"disgusto"	"nrc"	NA
"ántrax"	"miedo"	"nrc"	NA
"ántrax"	"negativo"	"nrc"	NA
"ántrax"	"tristeza"	"nrc"	NA
"anudado"	"negativo"	"nrc"	NA
"anulación"	"negativo"	"nrc"	NA
"anulación"	"tristeza"	"nrc"	NA
"anulado"	"disgusto"	"nrc"	NA
"anulado"	"ira"	"nrc"	NA
"anulado"	"miedo"	"nrc"	NA
"anulado"	"negativo"	"nrc"	NA
"anulado"	"tristeza"	"nrc"	NA
"anular"	"asombro"	"nrc"	NA
"anular"	"miedo"	"nrc"	NA
"anular"	"negativo"	"nrc"	NA
"anuncio"	"premonición"	"nrc"	NA
"apache"	"miedo"	"nrc"	NA
"apache"	"negativo"	"nrc"	NA
"apaciguar"	"positivo"	"nrc"	NA
"apalancamiento"	"positivo"	"nrc"	NA
"apalear"	"ira"	"nrc"	NA
"apalear"	"miedo"	"nrc"	NA
"apalear"	"negativo"	"nrc"	NA
"aparentemente"	"negativo"	"nrc"	NA
"aparición"	"asombro"	"nrc"	NA
"aparición"	"miedo"	"nrc"	NA
"apasionado"	"alegría"	"nrc"	NA
"apasionado"	"confianza"	"nrc"	NA
"apasionado"	"positivo"	"nrc"	NA
"apasionado"	"premonición"	"nrc"	NA
"apatía"	"negativo"	"nrc"	NA
"apatía"	"tristeza"	"nrc"	NA
"apático"	"negativo"	"nrc"	NA
"apático"	"tristeza"	"nrc"	NA
"apelación"	"premonición"	"nrc"	NA
"apenas"	"negativo"	"nrc"	NA
"apenas"	"tristeza"	"nrc"	NA
"apendicitis"	"miedo"	"nrc"	NA
"apendicitis"	"negativo"	"nrc"	NA
"apendicitis"	"tristeza"	"nrc"	NA
"aplacar"	"positivo"	"nrc"	NA
"aplastado"	"disgusto"	"nrc"	NA
"aplastado"	"ira"	"nrc"	NA
"aplastado"	"miedo"	"nrc"	NA
"aplastado"	"negativo"	"nrc"	NA
"aplastado"	"tristeza"	"nrc"	NA
"aplastante"	"disgusto"	"nrc"	NA
"aplastante"	"ira"	"nrc"	NA
"aplastante"	"miedo"	"nrc"	NA
"aplastante"	"negativo"	"nrc"	NA
"aplastar"	"disgusto"	"nrc"	NA
"aplastar"	"ira"	"nrc"	NA
"aplastar"	"negativo"	"nrc"	NA
"aplaudir"	"alegría"	"nrc"	NA
"aplaudir"	"confianza"	"nrc"	NA
"aplaudir"	"positivo"	"nrc"	NA
"aplaudir"	"premonición"	"nrc"	NA
"aplausos"	"alegría"	"nrc"	NA
"aplausos"	"asombro"	"nrc"	NA
"aplausos"	"confianza"	"nrc"	NA
"aplausos"	"positivo"	"nrc"	NA
"aplazamiento"	"asombro"	"nrc"	NA
"aplazamiento"	"negativo"	"nrc"	NA
"aplazar"	"negativo"	"nrc"	NA
"aplicación"	"negativo"	"nrc"	NA
"aplomo"	"positivo"	"nrc"	NA
"apoderado"	"confianza"	"nrc"	NA
"apogeo"	"alegría"	"nrc"	NA
"apogeo"	"confianza"	"nrc"	NA
"apogeo"	"positivo"	"nrc"	NA
"apogeo"	"premonición"	"nrc"	NA
"apologético"	"confianza"	"nrc"	NA
"apologético"	"positivo"	"nrc"	NA
"apóstol"	"confianza"	"nrc"	NA
"apóstol"	"positivo"	"nrc"	NA
"apostólico"	"confianza"	"nrc"	NA
"apoyado"	"positivo"	"nrc"	NA
"apoyo"	"confianza"	"nrc"	NA
"apoyo"	"positivo"	"nrc"	NA
"apreciación"	"alegría"	"nrc"	NA
"apreciación"	"confianza"	"nrc"	NA
"apreciación"	"positivo"	"nrc"	NA
"apreciar"	"alegría"	"nrc"	NA
"apreciar"	"asombro"	"nrc"	NA
"apreciar"	"confianza"	"nrc"	NA
"apreciar"	"positivo"	"nrc"	NA
"apreciar"	"premonición"	"nrc"	NA
"aprehender"	"miedo"	"nrc"	NA
"aprender"	"positivo"	"nrc"	NA
"aprendiz"	"confianza"	"nrc"	NA
"aprendizaje"	"positivo"	"nrc"	NA
"aprensión"	"miedo"	"nrc"	NA
"aprensión"	"negativo"	"nrc"	NA
"aprensivo"	"disgusto"	"nrc"	NA
"aprensivo"	"miedo"	"nrc"	NA
"aprensivo"	"negativo"	"nrc"	NA
"aprensivo"	"premonición"	"nrc"	NA
"apresador"	"miedo"	"nrc"	NA
"apresador"	"negativo"	"nrc"	NA
"apresurado"	"negativo"	"nrc"	NA
"apresurado"	"premonición"	"nrc"	NA
"apretar"	"ira"	"nrc"	NA
"aprobación"	"confianza"	"nrc"	NA
"aprobación"	"positivo"	"nrc"	NA
"aprobar"	"alegría"	"nrc"	NA
"aprobar"	"confianza"	"nrc"	NA
"aprobar"	"positivo"	"nrc"	NA
"apropiación"	"negativo"	"nrc"	NA
"apropiado"	"positivo"	"nrc"	NA
"aprovechar"	"miedo"	"nrc"	NA
"aprovechar"	"negativo"	"nrc"	NA
"aptitud"	"positivo"	"nrc"	NA
"apto"	"positivo"	"nrc"	NA
"apuesto"	"positivo"	"nrc"	NA
"araña"	"disgusto"	"nrc"	NA
"araña"	"miedo"	"nrc"	NA
"arbitraje"	"premonición"	"nrc"	NA
"árbitro"	"confianza"	"nrc"	NA
"árbitro"	"positivo"	"nrc"	NA
"árbol"	"alegría"	"nrc"	NA
"árbol"	"asombro"	"nrc"	NA
"árbol"	"confianza"	"nrc"	NA
"árbol"	"disgusto"	"nrc"	NA
"árbol"	"ira"	"nrc"	NA
"árbol"	"positivo"	"nrc"	NA
"árbol"	"premonición"	"nrc"	NA
"arcada"	"negativo"	"nrc"	NA
"arcaico"	"negativo"	"nrc"	NA
"archivado"	"negativo"	"nrc"	NA
"ardid"	"negativo"	"nrc"	NA
"ardiente"	"alegría"	"nrc"	NA
"ardiente"	"positivo"	"nrc"	NA
"ardiente"	"premonición"	"nrc"	NA
"ardor"	"positivo"	"nrc"	NA
"arduo"	"negativo"	"nrc"	NA
"arena"	"confianza"	"nrc"	NA
"arena"	"positivo"	"nrc"	NA
"argolla"	"disgusto"	"nrc"	NA
"argolla"	"ira"	"nrc"	NA
"argolla"	"miedo"	"nrc"	NA
"argolla"	"negativo"	"nrc"	NA
"argolla"	"premonición"	"nrc"	NA
"argolla"	"tristeza"	"nrc"	NA
"argumentación"	"ira"	"nrc"	NA
"argumentar"	"ira"	"nrc"	NA
"argumentar"	"negativo"	"nrc"	NA
"argumento"	"ira"	"nrc"	NA
"argumento"	"negativo"	"nrc"	NA
"argumentos"	"ira"	"nrc"	NA
"árido"	"negativo"	"nrc"	NA
"árido"	"tristeza"	"nrc"	NA
"ariete"	"ira"	"nrc"	NA
"ariete"	"negativo"	"nrc"	NA
"ariete"	"premonición"	"nrc"	NA
"aristocracia"	"positivo"	"nrc"	NA
"aristocrático"	"positivo"	"nrc"	NA
"armado"	"ira"	"nrc"	NA
"armado"	"miedo"	"nrc"	NA
"armado"	"negativo"	"nrc"	NA
"armado"	"positivo"	"nrc"	NA
"armadura"	"confianza"	"nrc"	NA
"armadura"	"miedo"	"nrc"	NA
"armadura"	"positivo"	"nrc"	NA
"armamento"	"ira"	"nrc"	NA
"armamento"	"miedo"	"nrc"	NA
"armamento"	"negativo"	"nrc"	NA
"armería"	"confianza"	"nrc"	NA
"armonía"	"alegría"	"nrc"	NA
"armonía"	"confianza"	"nrc"	NA
"armonía"	"positivo"	"nrc"	NA
"armoniosamente"	"alegría"	"nrc"	NA
"armoniosamente"	"confianza"	"nrc"	NA
"armoniosamente"	"positivo"	"nrc"	NA
"aroma"	"positivo"	"nrc"	NA
"arqueología"	"positivo"	"nrc"	NA
"arqueología"	"premonición"	"nrc"	NA
"arquitectura"	"confianza"	"nrc"	NA
"arraigado"	"confianza"	"nrc"	NA
"arraigado"	"positivo"	"nrc"	NA
"arrastrarse"	"negativo"	"nrc"	NA
"arrepentido"	"negativo"	"nrc"	NA
"arrepentido"	"tristeza"	"nrc"	NA
"arrepentimiento"	"miedo"	"nrc"	NA
"arrepentimiento"	"positivo"	"nrc"	NA
"arrepentirse"	"miedo"	"nrc"	NA
"arrepentirse"	"positivo"	"nrc"	NA
"arrestar"	"negativo"	"nrc"	NA
"arriesgado"	"miedo"	"nrc"	NA
"arriesgado"	"negativo"	"nrc"	NA
"arriesgado"	"premonición"	"nrc"	NA
"arrogancia"	"negativo"	"nrc"	NA
"arrogante"	"disgusto"	"nrc"	NA
"arrogante"	"ira"	"nrc"	NA
"arrogante"	"negativo"	"nrc"	NA
"arrojar"	"disgusto"	"nrc"	NA
"arrugado"	"tristeza"	"nrc"	NA
"arruinada"	"disgusto"	"nrc"	NA
"arruinada"	"negativo"	"nrc"	NA
"arruinada"	"tristeza"	"nrc"	NA
"arruinado"	"disgusto"	"nrc"	NA
"arruinado"	"ira"	"nrc"	NA
"arruinado"	"miedo"	"nrc"	NA
"arruinado"	"negativo"	"nrc"	NA
"arruinado"	"tristeza"	"nrc"	NA
"arsénico"	"disgusto"	"nrc"	NA
"arsénico"	"miedo"	"nrc"	NA
"arsénico"	"negativo"	"nrc"	NA
"arsénico"	"tristeza"	"nrc"	NA
"arte"	"alegría"	"nrc"	NA
"arte"	"asombro"	"nrc"	NA
"arte"	"positivo"	"nrc"	NA
"arte"	"premonición"	"nrc"	NA
"arte"	"tristeza"	"nrc"	NA
"artesano"	"positivo"	"nrc"	NA
"articulación"	"positivo"	"nrc"	NA
"articular"	"positivo"	"nrc"	NA
"artillería"	"miedo"	"nrc"	NA
"artillería"	"negativo"	"nrc"	NA
"artista"	"positivo"	"nrc"	NA
"artístico"	"positivo"	"nrc"	NA
"as"	"positivo"	"nrc"	NA
"asador"	"disgusto"	"nrc"	NA
"asalto"	"ira"	"nrc"	NA
"asalto"	"miedo"	"nrc"	NA
"asalto"	"negativo"	"nrc"	NA
"asar"	"ira"	"nrc"	NA
"asar"	"negativo"	"nrc"	NA
"ascendiente"	"positivo"	"nrc"	NA
"ascenso"	"positivo"	"nrc"	NA
"asco"	"disgusto"	"nrc"	NA
"asco"	"ira"	"nrc"	NA
"asco"	"miedo"	"nrc"	NA
"asco"	"negativo"	"nrc"	NA
"asco"	"tristeza"	"nrc"	NA
"asegurado"	"confianza"	"nrc"	NA
"asegurado"	"positivo"	"nrc"	NA
"asegurar"	"confianza"	"nrc"	NA
"asegurar"	"positivo"	"nrc"	NA
"asentimiento"	"positivo"	"nrc"	NA
"asequible"	"alegría"	"nrc"	NA
"asequible"	"positivo"	"nrc"	NA
"asesinar"	"ira"	"nrc"	NA
"asesinar"	"miedo"	"nrc"	NA
"asesinar"	"negativo"	"nrc"	NA
"asesinato"	"asombro"	"nrc"	NA
"asesinato"	"disgusto"	"nrc"	NA
"asesinato"	"ira"	"nrc"	NA
"asesinato"	"miedo"	"nrc"	NA
"asesinato"	"negativo"	"nrc"	NA
"asesinato"	"tristeza"	"nrc"	NA
"asesino"	"asombro"	"nrc"	NA
"asesino"	"disgusto"	"nrc"	NA
"asesino"	"ira"	"nrc"	NA
"asesino"	"miedo"	"nrc"	NA
"asesino"	"negativo"	"nrc"	NA
"asesino"	"tristeza"	"nrc"	NA
"asesor"	"confianza"	"nrc"	NA
"asesor"	"positivo"	"nrc"	NA
"asesoramiento"	"confianza"	"nrc"	NA
"asesorar"	"confianza"	"nrc"	NA
"asesorar"	"positivo"	"nrc"	NA
"asfixia"	"ira"	"nrc"	NA
"asfixia"	"miedo"	"nrc"	NA
"asfixia"	"negativo"	"nrc"	NA
"asilo"	"miedo"	"nrc"	NA
"asilo"	"negativo"	"nrc"	NA
"asimetría"	"disgusto"	"nrc"	NA
"asistencia"	"positivo"	"nrc"	NA
"asistencia"	"premonición"	"nrc"	NA
"asistente"	"confianza"	"nrc"	NA
"asistente"	"positivo"	"nrc"	NA
"asociación"	"confianza"	"nrc"	NA
"asociación"	"positivo"	"nrc"	NA
"asociado"	"confianza"	"nrc"	NA
"asociado"	"positivo"	"nrc"	NA
"asombrar"	"asombro"	"nrc"	NA
"asombro"	"alegría"	"nrc"	NA
"asombro"	"asombro"	"nrc"	NA
"asombro"	"positivo"	"nrc"	NA
"asombrosamente"	"asombro"	"nrc"	NA
"asombrosamente"	"positivo"	"nrc"	NA
"asombrosamente"	"premonición"	"nrc"	NA
"asombroso"	"negativo"	"nrc"	NA
"aspereza"	"negativo"	"nrc"	NA
"áspid"	"miedo"	"nrc"	NA
"aspiración"	"alegría"	"nrc"	NA
"aspiración"	"asombro"	"nrc"	NA
"aspiración"	"confianza"	"nrc"	NA
"aspiración"	"positivo"	"nrc"	NA
"aspiración"	"premonición"	"nrc"	NA
"aspirar"	"alegría"	"nrc"	NA
"aspirar"	"positivo"	"nrc"	NA
"aspirar"	"premonición"	"nrc"	NA
"asqueroso"	"disgusto"	"nrc"	NA
"asqueroso"	"ira"	"nrc"	NA
"asqueroso"	"miedo"	"nrc"	NA
"asqueroso"	"negativo"	"nrc"	NA
"astilla"	"negativo"	"nrc"	NA
"astringente"	"negativo"	"nrc"	NA
"astrólogo"	"positivo"	"nrc"	NA
"astrólogo"	"premonición"	"nrc"	NA
"astronauta"	"positivo"	"nrc"	NA
"astrónomo"	"positivo"	"nrc"	NA
"astrónomo"	"premonición"	"nrc"	NA
"astucia"	"negativo"	"nrc"	NA
"astucia"	"positivo"	"nrc"	NA
"astuto"	"disgusto"	"nrc"	NA
"astuto"	"ira"	"nrc"	NA
"astuto"	"miedo"	"nrc"	NA
"astuto"	"negativo"	"nrc"	NA
"astuto"	"positivo"	"nrc"	NA
"asustado"	"asombro"	"nrc"	NA
"asustado"	"miedo"	"nrc"	NA
"asustado"	"negativo"	"nrc"	NA
"asustar"	"asombro"	"nrc"	NA
"asustar"	"miedo"	"nrc"	NA
"asustar"	"negativo"	"nrc"	NA
"asustar"	"tristeza"	"nrc"	NA
"atacar"	"asombro"	"nrc"	NA
"atacar"	"disgusto"	"nrc"	NA
"atacar"	"ira"	"nrc"	NA
"atacar"	"miedo"	"nrc"	NA
"atacar"	"negativo"	"nrc"	NA
"atacar"	"tristeza"	"nrc"	NA
"atadura"	"negativo"	"nrc"	NA
"ataque"	"ira"	"nrc"	NA
"ataque"	"miedo"	"nrc"	NA
"ataque"	"negativo"	"nrc"	NA
"ataques"	"ira"	"nrc"	NA
"ataques"	"negativo"	"nrc"	NA
"ataúd"	"miedo"	"nrc"	NA
"ataúd"	"negativo"	"nrc"	NA
"ataúd"	"tristeza"	"nrc"	NA
"ateísmo"	"negativo"	"nrc"	NA
"atención"	"positivo"	"nrc"	NA
"atento"	"confianza"	"nrc"	NA
"atento"	"positivo"	"nrc"	NA
"atenuación"	"negativo"	"nrc"	NA
"atenuación"	"tristeza"	"nrc"	NA
"atenuada"	"negativo"	"nrc"	NA
"aterciopelado"	"positivo"	"nrc"	NA
"aterosclerosis"	"miedo"	"nrc"	NA
"aterosclerosis"	"negativo"	"nrc"	NA
"aterosclerosis"	"tristeza"	"nrc"	NA
"aterrizado"	"positivo"	"nrc"	NA
"aterrorizar"	"ira"	"nrc"	NA
"aterrorizar"	"miedo"	"nrc"	NA
"aterrorizar"	"negativo"	"nrc"	NA
"aterrorizar"	"tristeza"	"nrc"	NA
"atestación"	"confianza"	"nrc"	NA
"atestiguar"	"confianza"	"nrc"	NA
"atestiguar"	"positivo"	"nrc"	NA
"atleta"	"positivo"	"nrc"	NA
"atlético"	"positivo"	"nrc"	NA
"átomo"	"positivo"	"nrc"	NA
"atracado"	"negativo"	"nrc"	NA
"atracción"	"positivo"	"nrc"	NA
"atractivo"	"alegría"	"nrc"	NA
"atractivo"	"asombro"	"nrc"	NA
"atractivo"	"confianza"	"nrc"	NA
"atractivo"	"positivo"	"nrc"	NA
"atractivo"	"premonición"	"nrc"	NA
"atrasado"	"asombro"	"nrc"	NA
"atrasado"	"negativo"	"nrc"	NA
"atrasado"	"premonición"	"nrc"	NA
"atrasado"	"tristeza"	"nrc"	NA
"atrasos"	"negativo"	"nrc"	NA
"atreverse"	"confianza"	"nrc"	NA
"atreverse"	"premonición"	"nrc"	NA
"atrevido"	"positivo"	"nrc"	NA
"atrocidad"	"disgusto"	"nrc"	NA
"atrocidad"	"ira"	"nrc"	NA
"atrocidad"	"miedo"	"nrc"	NA
"atrocidad"	"negativo"	"nrc"	NA
"atrocidad"	"tristeza"	"nrc"	NA
"atrofia"	"disgusto"	"nrc"	NA
"atrofia"	"miedo"	"nrc"	NA
"atrofia"	"negativo"	"nrc"	NA
"atrofia"	"tristeza"	"nrc"	NA
"atropello"	"disgusto"	"nrc"	NA
"atropello"	"ira"	"nrc"	NA
"atropello"	"negativo"	"nrc"	NA
"atroz"	"disgusto"	"nrc"	NA
"atroz"	"ira"	"nrc"	NA
"atroz"	"negativo"	"nrc"	NA
"aturdida"	"negativo"	"nrc"	NA
"aturdido"	"asombro"	"nrc"	NA
"aturdido"	"miedo"	"nrc"	NA
"aturdido"	"negativo"	"nrc"	NA
"audacia"	"negativo"	"nrc"	NA
"audacia"	"positivo"	"nrc"	NA
"audaz"	"positivo"	"nrc"	NA
"audición"	"miedo"	"nrc"	NA
"audición"	"negativo"	"nrc"	NA
"audiencia"	"premonición"	"nrc"	NA
"auditor"	"confianza"	"nrc"	NA
"auditor"	"miedo"	"nrc"	NA
"aullido"	"asombro"	"nrc"	NA
"aullido"	"disgusto"	"nrc"	NA
"aullido"	"ira"	"nrc"	NA
"aullido"	"miedo"	"nrc"	NA
"aullido"	"negativo"	"nrc"	NA
"aullido"	"tristeza"	"nrc"	NA
"aumentar"	"miedo"	"nrc"	NA
"aumentar"	"negativo"	"nrc"	NA
"aumentar"	"positivo"	"nrc"	NA
"aura"	"positivo"	"nrc"	NA
"ausencia"	"miedo"	"nrc"	NA
"ausencia"	"negativo"	"nrc"	NA
"ausencia"	"tristeza"	"nrc"	NA
"ausente"	"negativo"	"nrc"	NA
"ausente"	"tristeza"	"nrc"	NA
"austeridad"	"negativo"	"nrc"	NA
"austero"	"miedo"	"nrc"	NA
"austero"	"negativo"	"nrc"	NA
"austero"	"tristeza"	"nrc"	NA
"autenticación"	"confianza"	"nrc"	NA
"autenticar"	"confianza"	"nrc"	NA
"autenticidad"	"confianza"	"nrc"	NA
"autenticidad"	"positivo"	"nrc"	NA
"auténtico"	"alegría"	"nrc"	NA
"auténtico"	"confianza"	"nrc"	NA
"auténtico"	"positivo"	"nrc"	NA
"autocrático"	"negativo"	"nrc"	NA
"automático"	"confianza"	"nrc"	NA
"autopsia"	"disgusto"	"nrc"	NA
"autopsia"	"miedo"	"nrc"	NA
"autopsia"	"negativo"	"nrc"	NA
"autopsia"	"tristeza"	"nrc"	NA
"autor"	"disgusto"	"nrc"	NA
"autor"	"ira"	"nrc"	NA
"autor"	"miedo"	"nrc"	NA
"autor"	"negativo"	"nrc"	NA
"autor"	"positivo"	"nrc"	NA
"autor"	"tristeza"	"nrc"	NA
"autoridad"	"confianza"	"nrc"	NA
"autoridad"	"positivo"	"nrc"	NA
"autoritario"	"confianza"	"nrc"	NA
"autoritario"	"positivo"	"nrc"	NA
"autorización"	"confianza"	"nrc"	NA
"autorización"	"positivo"	"nrc"	NA
"autorizado"	"confianza"	"nrc"	NA
"autorizado"	"positivo"	"nrc"	NA
"autorizar"	"confianza"	"nrc"	NA
"autorizar"	"positivo"	"nrc"	NA
"avalancha"	"asombro"	"nrc"	NA
"avalancha"	"miedo"	"nrc"	NA
"avalancha"	"negativo"	"nrc"	NA
"avalancha"	"tristeza"	"nrc"	NA
"avanzado"	"positivo"	"nrc"	NA
"avanzar"	"alegría"	"nrc"	NA
"avanzar"	"asombro"	"nrc"	NA
"avanzar"	"miedo"	"nrc"	NA
"avanzar"	"positivo"	"nrc"	NA
"avanzar"	"premonición"	"nrc"	NA
"avaricia"	"disgusto"	"nrc"	NA
"avaricia"	"ira"	"nrc"	NA
"avaricia"	"negativo"	"nrc"	NA
"avatar"	"positivo"	"nrc"	NA
"aventura/lío"	"alegría"	"nrc"	NA
"aventura/lío"	"confianza"	"nrc"	NA
"aventura/lío"	"positivo"	"nrc"	NA
"aventura/lío"	"premonición"	"nrc"	NA
"aventuras"	"positivo"	"nrc"	NA
"aventuras"	"premonición"	"nrc"	NA
"aventurero"	"positivo"	"nrc"	NA
"avergonzado"	"disgusto"	"nrc"	NA
"avergonzado"	"negativo"	"nrc"	NA
"avergonzado"	"tristeza"	"nrc"	NA
"avergonzar"	"negativo"	"nrc"	NA
"avergonzar"	"tristeza"	"nrc"	NA
"avería"	"negativo"	"nrc"	NA
"aversión"	"disgusto"	"nrc"	NA
"aversión"	"ira"	"nrc"	NA
"aversión"	"miedo"	"nrc"	NA
"aversión"	"negativo"	"nrc"	NA
"ávido"	"disgusto"	"nrc"	NA
"ávido"	"negativo"	"nrc"	NA
"avivar"	"alegría"	"nrc"	NA
"avivar"	"asombro"	"nrc"	NA
"avivar"	"confianza"	"nrc"	NA
"avivar"	"positivo"	"nrc"	NA
"axioma"	"confianza"	"nrc"	NA
"axiomático"	"confianza"	"nrc"	NA
"ay"	"disgusto"	"nrc"	NA
"ay"	"miedo"	"nrc"	NA
"ay"	"negativo"	"nrc"	NA
"ay"	"tristeza"	"nrc"	NA
"ayuda"	"positivo"	"nrc"	NA
"ayudante"	"confianza"	"nrc"	NA
"ayudante"	"positivo"	"nrc"	NA
"ayudar"	"confianza"	"nrc"	NA
"ayudar"	"positivo"	"nrc"	NA
"ayuno"	"negativo"	"nrc"	NA
"ayuno"	"tristeza"	"nrc"	NA
"azogue"	"asombro"	"nrc"	NA
"azogue"	"negativo"	"nrc"	NA
"azotaina"	"ira"	"nrc"	NA
"azotar"	"disgusto"	"nrc"	NA
"azotar"	"ira"	"nrc"	NA
"azotar"	"miedo"	"nrc"	NA
"azotar"	"negativo"	"nrc"	NA
"azotar"	"tristeza"	"nrc"	NA
"azote"	"ira"	"nrc"	NA
"azote"	"miedo"	"nrc"	NA
"azote"	"negativo"	"nrc"	NA
"azote"	"tristeza"	"nrc"	NA
